wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
BRGRAZ12;1407;KPÖ;Kommunistische Partei Österreichs;5;299;35;264;52;1;25.11.2012 05:55:15;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:55:21
BRGRAZ12;1408;SPÖ;Sozialdemokratische Partei Österreichs;1;459;42;417;78;1;25.11.2012 06:58:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:58:57
BRGRAZ12;1408;ÖVP;Österreichische Volkspartei;2;459;42;417;148;1;25.11.2012 06:58:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:58:57
BRGRAZ12;1408;FPÖ;Freiheitliche Partei Österreichs;3;459;42;417;71;1;25.11.2012 06:58:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:58:57
BRGRAZ12;1408;GRÜNE;Die Grünen - Die Grüne Alternative;4;459;42;417;53;1;25.11.2012 06:58:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:58:57
BRGRAZ12;1408;KPÖ;Kommunistische Partei Österreichs;5;459;42;417;67;1;25.11.2012 06:58:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:58:57
BRGRAZ12;1409;SPÖ;Sozialdemokratische Partei Österreichs;1;450;22;428;74;1;25.11.2012 06:51:50;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:51:57
BRGRAZ12;1409;ÖVP;Österreichische Volkspartei;2;450;22;428;126;1;25.11.2012 06:51:50;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:51:57
BRGRAZ12;1409;FPÖ;Freiheitliche Partei Österreichs;3;450;22;428;98;1;25.11.2012 06:51:50;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:51:57
BRGRAZ12;1409;GRÜNE;Die Grünen - Die Grüne Alternative;4;450;22;428;33;1;25.11.2012 06:51:50;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:51:57
BRGRAZ12;1409;KPÖ;Kommunistische Partei Österreichs;5;450;22;428;97;1;25.11.2012 06:51:50;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:51:57
BRGRAZ12;1410;SPÖ;Sozialdemokratische Partei Österreichs;1;528;33;495;67;1;25.11.2012 05:42:15;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:42:22
BRGRAZ12;1410;ÖVP;Österreichische Volkspartei;2;528;33;495;182;1;25.11.2012 05:42:15;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:42:22
BRGRAZ12;1410;FPÖ;Freiheitliche Partei Österreichs;3;528;33;495;73;1;25.11.2012 05:42:15;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:42:22
BRGRAZ12;1410;GRÜNE;Die Grünen - Die Grüne Alternative;4;528;33;495;76;1;25.11.2012 05:42:15;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:42:22
BRGRAZ12;1410;KPÖ;Kommunistische Partei Österreichs;5;528;33;495;97;1;25.11.2012 05:42:15;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T17:42:22
BRGRAZ12;1411;SPÖ;Sozialdemokratische Partei Österreichs;1;361;13;348;61;1;25.11.2012 05:21:54;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:22:00
BRGRAZ12;1411;ÖVP;Österreichische Volkspartei;2;361;13;348;119;1;25.11.2012 05:21:54;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:22:00
BRGRAZ12;1411;FPÖ;Freiheitliche Partei Österreichs;3;361;13;348;51;1;25.11.2012 05:21:54;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:22:00
BRGRAZ12;1411;GRÜNE;Die Grünen - Die Grüne Alternative;4;361;13;348;42;1;25.11.2012 05:21:54;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:22:00
BRGRAZ12;1411;KPÖ;Kommunistische Partei Österreichs;5;361;13;348;75;1;25.11.2012 05:21:54;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:22:00
BRGRAZ12;1412;SPÖ;Sozialdemokratische Partei Österreichs;1;305;28;277;82;1;25.11.2012 05:47:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:47:55
BRGRAZ12;1412;ÖVP;Österreichische Volkspartei;2;305;28;277;61;1;25.11.2012 05:47:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:47:55
BRGRAZ12;1412;FPÖ;Freiheitliche Partei Österreichs;3;305;28;277;64;1;25.11.2012 05:47:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:47:55
BRGRAZ12;1412;GRÜNE;Die Grünen - Die Grüne Alternative;4;305;28;277;17;1;25.11.2012 05:47:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:47:55
BRGRAZ12;1412;KPÖ;Kommunistische Partei Österreichs;5;305;28;277;53;1;25.11.2012 05:47:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:47:55
BRGRAZ12;1413;SPÖ;Sozialdemokratische Partei Österreichs;1;304;32;272;69;1;25.11.2012 06:20:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:20:53
BRGRAZ12;1413;ÖVP;Österreichische Volkspartei;2;304;32;272;64;1;25.11.2012 06:20:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:20:53
BRGRAZ12;1413;FPÖ;Freiheitliche Partei Österreichs;3;304;32;272;67;1;25.11.2012 06:20:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:20:53
BRGRAZ12;1413;GRÜNE;Die Grünen - Die Grüne Alternative;4;304;32;272;23;1;25.11.2012 06:20:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:20:53
BRGRAZ12;1413;KPÖ;Kommunistische Partei Österreichs;5;304;32;272;49;1;25.11.2012 06:20:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:20:53
BRGRAZ12;1414;SPÖ;Sozialdemokratische Partei Österreichs;1;295;20;275;69;1;25.11.2012 06:56:25;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:56:32
BRGRAZ12;1414;ÖVP;Österreichische Volkspartei;2;295;20;275;60;1;25.11.2012 06:56:25;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:56:32
BRGRAZ12;1414;FPÖ;Freiheitliche Partei Österreichs;3;295;20;275;53;1;25.11.2012 06:56:25;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:56:32
BRGRAZ12;1414;GRÜNE;Die Grünen - Die Grüne Alternative;4;295;20;275;22;1;25.11.2012 06:56:25;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:56:32
BRGRAZ12;1414;KPÖ;Kommunistische Partei Österreichs;5;295;20;275;71;1;25.11.2012 06:56:25;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:56:32
BRGRAZ12;1415;SPÖ;Sozialdemokratische Partei Österreichs;1;418;45;373;78;1;25.11.2012 05:57:43;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:57:50
BRGRAZ12;1415;ÖVP;Österreichische Volkspartei;2;418;45;373;146;1;25.11.2012 05:57:43;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:57:50
BRGRAZ12;1415;FPÖ;Freiheitliche Partei Österreichs;3;418;45;373;58;1;25.11.2012 05:57:43;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:57:50
BRGRAZ12;1415;GRÜNE;Die Grünen - Die Grüne Alternative;4;418;45;373;41;1;25.11.2012 05:57:43;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:57:50
BRGRAZ12;1415;KPÖ;Kommunistische Partei Österreichs;5;418;45;373;50;1;25.11.2012 05:57:43;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:57:50
BRGRAZ12;1416;SPÖ;Sozialdemokratische Partei Österreichs;1;369;26;343;55;1;25.11.2012 07:10:57;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:11:04
BRGRAZ12;1416;ÖVP;Österreichische Volkspartei;2;369;26;343;106;1;25.11.2012 07:10:57;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:11:04
BRGRAZ12;1416;FPÖ;Freiheitliche Partei Österreichs;3;369;26;343;78;1;25.11.2012 07:10:57;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:11:04
BRGRAZ12;1416;GRÜNE;Die Grünen - Die Grüne Alternative;4;369;26;343;45;1;25.11.2012 07:10:57;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:11:04
BRGRAZ12;1416;KPÖ;Kommunistische Partei Österreichs;5;369;26;343;59;1;25.11.2012 07:10:57;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:11:04
BRGRAZ12;1417;SPÖ;Sozialdemokratische Partei Österreichs;1;342;7;335;67;1;25.11.2012 07:06:18;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:06:25
BRGRAZ12;1417;ÖVP;Österreichische Volkspartei;2;342;7;335;114;1;25.11.2012 07:06:18;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:06:25
BRGRAZ12;1417;FPÖ;Freiheitliche Partei Österreichs;3;342;7;335;44;1;25.11.2012 07:06:18;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:06:25
BRGRAZ12;1417;GRÜNE;Die Grünen - Die Grüne Alternative;4;342;7;335;51;1;25.11.2012 07:06:18;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:06:25
BRGRAZ12;1417;KPÖ;Kommunistische Partei Österreichs;5;342;7;335;59;1;25.11.2012 07:06:18;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T19:06:25
BRGRAZ12;1418;SPÖ;Sozialdemokratische Partei Österreichs;1;376;30;346;51;1;25.11.2012 06:45:06;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:45:13
BRGRAZ12;1418;ÖVP;Österreichische Volkspartei;2;376;30;346;145;1;25.11.2012 06:45:06;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:45:13
BRGRAZ12;1418;FPÖ;Freiheitliche Partei Österreichs;3;376;30;346;32;1;25.11.2012 06:45:06;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:45:13
BRGRAZ12;1418;GRÜNE;Die Grünen - Die Grüne Alternative;4;376;30;346;51;1;25.11.2012 06:45:06;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:45:13
BRGRAZ12;1418;KPÖ;Kommunistische Partei Österreichs;5;376;30;346;67;1;25.11.2012 06:45:06;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:45:13
BRGRAZ12;1419;SPÖ;Sozialdemokratische Partei Österreichs;1;460;7;453;82;1;25.11.2012 06:01:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:01:55
BRGRAZ12;1419;ÖVP;Österreichische Volkspartei;2;460;7;453;149;1;25.11.2012 06:01:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:01:55
BRGRAZ12;1419;FPÖ;Freiheitliche Partei Österreichs;3;460;7;453;77;1;25.11.2012 06:01:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:01:55
BRGRAZ12;1419;GRÜNE;Die Grünen - Die Grüne Alternative;4;460;7;453;62;1;25.11.2012 06:01:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:01:55
BRGRAZ12;1419;KPÖ;Kommunistische Partei Österreichs;5;460;7;453;83;1;25.11.2012 06:01:49;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:01:55
BRGRAZ12;1498;SPÖ;Sozialdemokratische Partei Österreichs;1;301;10;291;55;1;27.11.2012 09:01:40;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T09:01:42
BRGRAZ12;1498;ÖVP;Österreichische Volkspartei;2;301;10;291;88;1;27.11.2012 09:01:40;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T09:01:42
BRGRAZ12;1498;FPÖ;Freiheitliche Partei Österreichs;3;301;10;291;36;1;27.11.2012 09:01:40;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T09:01:42
BRGRAZ12;1498;GRÜNE;Die Grünen - Die Grüne Alternative;4;301;10;291;60;1;27.11.2012 09:01:40;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T09:01:42
BRGRAZ12;1498;KPÖ;Kommunistische Partei Österreichs;5;301;10;291;52;1;27.11.2012 09:01:40;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T09:01:42
BRGRAZ12;1499;SPÖ;Sozialdemokratische Partei Österreichs;1;581;30;551;102;1;26.11.2012 02:34:49;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:34:54
BRGRAZ12;1499;ÖVP;Österreichische Volkspartei;2;581;30;551;210;1;26.11.2012 02:34:49;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:34:54
BRGRAZ12;1499;FPÖ;Freiheitliche Partei Österreichs;3;581;30;551;84;1;26.11.2012 02:34:49;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:34:54
BRGRAZ12;1499;GRÜNE;Die Grünen - Die Grüne Alternative;4;581;30;551;68;1;26.11.2012 02:34:49;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:34:54
BRGRAZ12;1499;KPÖ;Kommunistische Partei Österreichs;5;581;30;551;87;1;26.11.2012 02:34:49;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:34:54
BRGRAZ12;1501;SPÖ;Sozialdemokratische Partei Österreichs;1;326;9;317;46;1;25.11.2012 05:42:46;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;1501;ÖVP;Österreichische Volkspartei;2;326;9;317;116;1;25.11.2012 05:42:46;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;1501;FPÖ;Freiheitliche Partei Österreichs;3;326;9;317;65;1;25.11.2012 05:42:46;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;1501;GRÜNE;Die Grünen - Die Grüne Alternative;4;326;9;317;27;1;25.11.2012 05:42:46;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;1501;KPÖ;Kommunistische Partei Österreichs;5;326;9;317;63;1;25.11.2012 05:42:46;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;1502;SPÖ;Sozialdemokratische Partei Österreichs;1;419;48;371;77;1;25.11.2012 06:22:13;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:22:20
BRGRAZ12;1502;ÖVP;Österreichische Volkspartei;2;419;48;371;130;1;25.11.2012 06:22:13;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:22:20
BRGRAZ12;1502;FPÖ;Freiheitliche Partei Österreichs;3;419;48;371;87;1;25.11.2012 06:22:13;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:22:20
BRGRAZ12;1502;GRÜNE;Die Grünen - Die Grüne Alternative;4;419;48;371;24;1;25.11.2012 06:22:13;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:22:20
BRGRAZ12;1502;KPÖ;Kommunistische Partei Österreichs;5;419;48;371;53;1;25.11.2012 06:22:13;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:22:20
BRGRAZ12;1503;SPÖ;Sozialdemokratische Partei Österreichs;1;370;41;329;125;1;25.11.2012 06:24:56;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:25:03
BRGRAZ12;1503;ÖVP;Österreichische Volkspartei;2;370;41;329;73;1;25.11.2012 06:24:56;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:25:03
BRGRAZ12;1503;FPÖ;Freiheitliche Partei Österreichs;3;370;41;329;53;1;25.11.2012 06:24:56;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:25:03
BRGRAZ12;1503;GRÜNE;Die Grünen - Die Grüne Alternative;4;370;41;329;11;1;25.11.2012 06:24:56;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:25:03
BRGRAZ12;1503;KPÖ;Kommunistische Partei Österreichs;5;370;41;329;67;1;25.11.2012 06:24:56;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:25:03
BRGRAZ12;1504;SPÖ;Sozialdemokratische Partei Österreichs;1;312;35;277;52;1;25.11.2012 05:51:49;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:51:56
BRGRAZ12;1504;ÖVP;Österreichische Volkspartei;2;312;35;277;80;1;25.11.2012 05:51:49;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:51:56
BRGRAZ12;1504;FPÖ;Freiheitliche Partei Österreichs;3;312;35;277;45;1;25.11.2012 05:51:49;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:51:56
BRGRAZ12;1504;GRÜNE;Die Grünen - Die Grüne Alternative;4;312;35;277;12;1;25.11.2012 05:51:49;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:51:56
BRGRAZ12;1504;KPÖ;Kommunistische Partei Österreichs;5;312;35;277;88;1;25.11.2012 05:51:49;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:51:56
BRGRAZ12;1505;SPÖ;Sozialdemokratische Partei Österreichs;1;499;51;448;97;1;25.11.2012 06:31:01;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:31:08
BRGRAZ12;1505;ÖVP;Österreichische Volkspartei;2;499;51;448;126;1;25.11.2012 06:31:01;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:31:08
BRGRAZ12;1505;FPÖ;Freiheitliche Partei Österreichs;3;499;51;448;78;1;25.11.2012 06:31:01;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:31:08
BRGRAZ12;1505;GRÜNE;Die Grünen - Die Grüne Alternative;4;499;51;448;52;1;25.11.2012 06:31:01;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:31:08
BRGRAZ12;1505;KPÖ;Kommunistische Partei Österreichs;5;499;51;448;95;1;25.11.2012 06:31:01;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:31:08
BRGRAZ12;1506;SPÖ;Sozialdemokratische Partei Österreichs;1;339;35;304;55;1;25.11.2012 06:10:05;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:10:12
BRGRAZ12;1506;ÖVP;Österreichische Volkspartei;2;339;35;304;88;1;25.11.2012 06:10:05;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:10:12
BRGRAZ12;1506;FPÖ;Freiheitliche Partei Österreichs;3;339;35;304;80;1;25.11.2012 06:10:05;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:10:12
BRGRAZ12;1506;GRÜNE;Die Grünen - Die Grüne Alternative;4;339;35;304;17;1;25.11.2012 06:10:05;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:10:12
BRGRAZ12;1506;KPÖ;Kommunistische Partei Österreichs;5;339;35;304;64;1;25.11.2012 06:10:05;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:10:12
BRGRAZ12;1507;SPÖ;Sozialdemokratische Partei Österreichs;1;402;26;376;73;1;25.11.2012 06:08:35;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:08:42
BRGRAZ12;1507;ÖVP;Österreichische Volkspartei;2;402;26;376;122;1;25.11.2012 06:08:35;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:08:42
BRGRAZ12;1507;FPÖ;Freiheitliche Partei Österreichs;3;402;26;376;84;1;25.11.2012 06:08:35;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:08:42
BRGRAZ12;1507;GRÜNE;Die Grünen - Die Grüne Alternative;4;402;26;376;36;1;25.11.2012 06:08:35;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:08:42
BRGRAZ12;1507;KPÖ;Kommunistische Partei Österreichs;5;402;26;376;61;1;25.11.2012 06:08:35;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:08:42
BRGRAZ12;1508;SPÖ;Sozialdemokratische Partei Österreichs;1;315;44;271;70;1;25.11.2012 06:06:54;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:07:01
BRGRAZ12;1508;ÖVP;Österreichische Volkspartei;2;315;44;271;51;1;25.11.2012 06:06:54;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:07:01
BRGRAZ12;1508;FPÖ;Freiheitliche Partei Österreichs;3;315;44;271;69;1;25.11.2012 06:06:54;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:07:01
BRGRAZ12;1508;GRÜNE;Die Grünen - Die Grüne Alternative;4;315;44;271;6;1;25.11.2012 06:06:54;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:07:01
BRGRAZ12;1508;KPÖ;Kommunistische Partei Österreichs;5;315;44;271;75;1;25.11.2012 06:06:54;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:07:01
BRGRAZ12;1509;SPÖ;Sozialdemokratische Partei Österreichs;1;287;31;256;42;1;25.11.2012 05:44:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:44:41
BRGRAZ12;1509;ÖVP;Österreichische Volkspartei;2;287;31;256;86;1;25.11.2012 05:44:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:44:41
BRGRAZ12;1509;FPÖ;Freiheitliche Partei Österreichs;3;287;31;256;47;1;25.11.2012 05:44:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:44:41
BRGRAZ12;1509;GRÜNE;Die Grünen - Die Grüne Alternative;4;287;31;256;17;1;25.11.2012 05:44:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:44:41
BRGRAZ12;1509;KPÖ;Kommunistische Partei Österreichs;5;287;31;256;64;1;25.11.2012 05:44:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:44:41
BRGRAZ12;1510;SPÖ;Sozialdemokratische Partei Österreichs;1;324;27;297;140;1;25.11.2012 06:15:55;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:16:02
BRGRAZ12;1510;ÖVP;Österreichische Volkspartei;2;324;27;297;43;1;25.11.2012 06:15:55;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:16:02
BRGRAZ12;1510;FPÖ;Freiheitliche Partei Österreichs;3;324;27;297;53;1;25.11.2012 06:15:55;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:16:02
BRGRAZ12;1510;GRÜNE;Die Grünen - Die Grüne Alternative;4;324;27;297;9;1;25.11.2012 06:15:55;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:16:02
BRGRAZ12;1510;KPÖ;Kommunistische Partei Österreichs;5;324;27;297;52;1;25.11.2012 06:15:55;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T18:16:02
BRGRAZ12;1511;SPÖ;Sozialdemokratische Partei Österreichs;1;350;14;336;71;1;25.11.2012 05:47:34;Baumgartner Hildegard/p04775@intra.graz.at/p04775@intra.graz.at/GGA-60101/2012-11-25T17:47:40
