wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
GRGRAZ12;1411;;Einsparkraftwerk;9;361;3;358;0;1;25.11.2012 04:36:24;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:36:30
GRGRAZ12;1411;BBB;Betty Baloo Bande;10;361;3;358;0;1;25.11.2012 04:36:24;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:36:30
GRGRAZ12;1411;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;361;3;358;1;1;25.11.2012 04:36:24;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:36:30
GRGRAZ12;1412;SPÖ;Sozialdemokratische Partei Österreichs;1;305;3;302;81;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;ÖVP;Österreichische Volkspartei;2;305;3;302;66;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;FPÖ;Freiheitliche Partei Österreichs;3;305;3;302;67;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;GRÜNE;Die Grünen - Die Grüne Alternative;4;305;3;302;14;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;KPÖ;Kommunistische Partei Österreichs;5;305;3;302;56;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;BZÖ;BZÖ Wir säubern Graz;6;305;3;302;4;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;CP-G;Christliche Partei-Grössler;7;305;3;302;2;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;PIRAT;Piratenpartei Graz;8;305;3;302;10;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;;Einsparkraftwerk;9;305;3;302;0;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;BBB;Betty Baloo Bande;10;305;3;302;2;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1412;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;305;3;302;0;1;25.11.2012 04:41:16;Kopp Martin/p13976@intra.graz.at/p13976@intra.graz.at/GGA-60101/2012-11-25T16:41:22
GRGRAZ12;1413;SPÖ;Sozialdemokratische Partei Österreichs;1;304;1;303;70;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;ÖVP;Österreichische Volkspartei;2;304;1;303;63;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;FPÖ;Freiheitliche Partei Österreichs;3;304;1;303;55;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;GRÜNE;Die Grünen - Die Grüne Alternative;4;304;1;303;24;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;KPÖ;Kommunistische Partei Österreichs;5;304;1;303;71;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;BZÖ;BZÖ Wir säubern Graz;6;304;1;303;7;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;CP-G;Christliche Partei-Grössler;7;304;1;303;0;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;PIRAT;Piratenpartei Graz;8;304;1;303;10;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;;Einsparkraftwerk;9;304;1;303;0;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;BBB;Betty Baloo Bande;10;304;1;303;1;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1413;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;304;1;303;2;1;25.11.2012 04:52:56;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T16:53:02
GRGRAZ12;1414;SPÖ;Sozialdemokratische Partei Österreichs;1;295;0;295;65;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;ÖVP;Österreichische Volkspartei;2;295;0;295;65;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;FPÖ;Freiheitliche Partei Österreichs;3;295;0;295;49;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;GRÜNE;Die Grünen - Die Grüne Alternative;4;295;0;295;14;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;KPÖ;Kommunistische Partei Österreichs;5;295;0;295;86;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;BZÖ;BZÖ Wir säubern Graz;6;295;0;295;9;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;CP-G;Christliche Partei-Grössler;7;295;0;295;0;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;PIRAT;Piratenpartei Graz;8;295;0;295;5;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;;Einsparkraftwerk;9;295;0;295;1;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;BBB;Betty Baloo Bande;10;295;0;295;0;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1414;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;295;0;295;1;1;25.11.2012 04:53:38;Schwandner Gerald/p10308@intra.graz.at/p10308@intra.graz.at/GGA-60101/2012-11-25T16:53:44
GRGRAZ12;1415;SPÖ;Sozialdemokratische Partei Österreichs;1;418;5;413;82;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;ÖVP;Österreichische Volkspartei;2;418;5;413;150;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;FPÖ;Freiheitliche Partei Österreichs;3;418;5;413;73;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;GRÜNE;Die Grünen - Die Grüne Alternative;4;418;5;413;35;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;KPÖ;Kommunistische Partei Österreichs;5;418;5;413;56;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;BZÖ;BZÖ Wir säubern Graz;6;418;5;413;6;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;CP-G;Christliche Partei-Grössler;7;418;5;413;0;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;PIRAT;Piratenpartei Graz;8;418;5;413;8;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;;Einsparkraftwerk;9;418;5;413;1;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;BBB;Betty Baloo Bande;10;418;5;413;1;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1415;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;418;5;413;1;1;25.11.2012 04:54:05;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:54:11
GRGRAZ12;1416;SPÖ;Sozialdemokratische Partei Österreichs;1;369;6;363;53;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;ÖVP;Österreichische Volkspartei;2;369;6;363;115;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;FPÖ;Freiheitliche Partei Österreichs;3;369;6;363;74;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;GRÜNE;Die Grünen - Die Grüne Alternative;4;369;6;363;39;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;KPÖ;Kommunistische Partei Österreichs;5;369;6;363;63;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;BZÖ;BZÖ Wir säubern Graz;6;369;6;363;10;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;CP-G;Christliche Partei-Grössler;7;369;6;363;2;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;PIRAT;Piratenpartei Graz;8;369;6;363;6;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;;Einsparkraftwerk;9;369;6;363;0;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;BBB;Betty Baloo Bande;10;369;6;363;0;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1416;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;369;6;363;1;1;25.11.2012 04:46:46;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:46:52
GRGRAZ12;1417;SPÖ;Sozialdemokratische Partei Österreichs;1;342;22;320;60;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;ÖVP;Österreichische Volkspartei;2;342;22;320;103;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;FPÖ;Freiheitliche Partei Österreichs;3;342;22;320;35;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;GRÜNE;Die Grünen - Die Grüne Alternative;4;342;22;320;47;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;KPÖ;Kommunistische Partei Österreichs;5;342;22;320;54;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;BZÖ;BZÖ Wir säubern Graz;6;342;22;320;6;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;CP-G;Christliche Partei-Grössler;7;342;22;320;1;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;PIRAT;Piratenpartei Graz;8;342;22;320;12;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;;Einsparkraftwerk;9;342;22;320;0;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;BBB;Betty Baloo Bande;10;342;22;320;1;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1417;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;342;22;320;1;1;25.11.2012 05:25:34;Ruckhofer Liane/p08653@intra.graz.at/p08653@intra.graz.at/GGA-60101/2012-11-25T17:25:40
GRGRAZ12;1418;SPÖ;Sozialdemokratische Partei Österreichs;1;376;1;375;47;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;ÖVP;Österreichische Volkspartei;2;376;1;375;153;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;FPÖ;Freiheitliche Partei Österreichs;3;376;1;375;39;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;GRÜNE;Die Grünen - Die Grüne Alternative;4;376;1;375;45;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;KPÖ;Kommunistische Partei Österreichs;5;376;1;375;71;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;BZÖ;BZÖ Wir säubern Graz;6;376;1;375;4;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;CP-G;Christliche Partei-Grössler;7;376;1;375;4;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;PIRAT;Piratenpartei Graz;8;376;1;375;10;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;;Einsparkraftwerk;9;376;1;375;1;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;BBB;Betty Baloo Bande;10;376;1;375;0;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1418;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;376;1;375;1;1;25.11.2012 06:43:55;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T18:44:02
GRGRAZ12;1419;SPÖ;Sozialdemokratische Partei Österreichs;1;460;35;425;63;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;ÖVP;Österreichische Volkspartei;2;460;35;425;142;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;FPÖ;Freiheitliche Partei Österreichs;3;460;35;425;69;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;GRÜNE;Die Grünen - Die Grüne Alternative;4;460;35;425;56;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;KPÖ;Kommunistische Partei Österreichs;5;460;35;425;79;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;BZÖ;BZÖ Wir säubern Graz;6;460;35;425;5;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;CP-G;Christliche Partei-Grössler;7;460;35;425;1;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;PIRAT;Piratenpartei Graz;8;460;35;425;8;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;;Einsparkraftwerk;9;460;35;425;0;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;BBB;Betty Baloo Bande;10;460;35;425;1;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1419;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;460;35;425;1;1;25.11.2012 05:07:23;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:07:29
GRGRAZ12;1501;SPÖ;Sozialdemokratische Partei Österreichs;1;326;22;304;36;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;ÖVP;Österreichische Volkspartei;2;326;22;304;108;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;FPÖ;Freiheitliche Partei Österreichs;3;326;22;304;59;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;GRÜNE;Die Grünen - Die Grüne Alternative;4;326;22;304;22;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;KPÖ;Kommunistische Partei Österreichs;5;326;22;304;63;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;BZÖ;BZÖ Wir säubern Graz;6;326;22;304;4;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;CP-G;Christliche Partei-Grössler;7;326;22;304;3;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;PIRAT;Piratenpartei Graz;8;326;22;304;9;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;;Einsparkraftwerk;9;326;22;304;0;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;BBB;Betty Baloo Bande;10;326;22;304;0;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1501;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;326;22;304;0;1;25.11.2012 05:10:43;Bettina Wilfinger/AT:L6:65107773/wilfinger@graz.gv.at/AT:GGA-60101/2012-11-25T17:10:49
GRGRAZ12;1502;SPÖ;Sozialdemokratische Partei Österreichs;1;419;4;415;82;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;ÖVP;Österreichische Volkspartei;2;419;4;415;143;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;FPÖ;Freiheitliche Partei Österreichs;3;419;4;415;83;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;GRÜNE;Die Grünen - Die Grüne Alternative;4;419;4;415;22;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;KPÖ;Kommunistische Partei Österreichs;5;419;4;415;64;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;BZÖ;BZÖ Wir säubern Graz;6;419;4;415;15;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;CP-G;Christliche Partei-Grössler;7;419;4;415;0;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;PIRAT;Piratenpartei Graz;8;419;4;415;5;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;;Einsparkraftwerk;9;419;4;415;1;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;BBB;Betty Baloo Bande;10;419;4;415;0;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1502;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;419;4;415;0;1;25.11.2012 05:01:58;NuÃŸmÃ¼ller Dietmar/p11921@intra.graz.at/p11921@intra.graz.at/GGA-60101/2012-11-25T17:02:04
GRGRAZ12;1503;SPÖ;Sozialdemokratische Partei Österreichs;1;370;4;366;116;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;ÖVP;Österreichische Volkspartei;2;370;4;366;88;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;FPÖ;Freiheitliche Partei Österreichs;3;370;4;366;60;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;GRÜNE;Die Grünen - Die Grüne Alternative;4;370;4;366;12;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;KPÖ;Kommunistische Partei Österreichs;5;370;4;366;79;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;BZÖ;BZÖ Wir säubern Graz;6;370;4;366;2;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;CP-G;Christliche Partei-Grössler;7;370;4;366;0;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;PIRAT;Piratenpartei Graz;8;370;4;366;8;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
GRGRAZ12;1503;;Einsparkraftwerk;9;370;4;366;0;1;25.11.2012 05:15:31;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T17:15:37
